Sample,PvP01_14_v1:763508,PvP01_03_v1:823594,PvP01_10_v1:184645,PvP01_10_v1:483568,PvP01_12_v1:377299,PvP01_11_v1:1364199,PvP01_10_v1:480601,PvP01_13_v1:1332969,PvP01_14_v1:1272043,PvP01_14_v1:460513,PvP01_12_v1:1695950,PvP01_10_v1:383155,PvP01_12_v1:1127030,PvP01_12_v1:1738799,PvP01_13_v1:66121,PvP01_14_v1:2339401,PvP01_10_v1:256817,PvP01_05_v1:1278457,PvP01_06_v1:882660,PvP01_14_v1:1160762,PvP01_11_v1:1137410,PvP01_06_v1:923512,PvP01_08_v1:879062,PvP01_03_v1:764851,PvP01_09_v1:1101235,PvP01_08_v1:1420994,PvP01_13_v1:516924,PvP01_14_v1:1229487,PvP01_14_v1:2566159,PvP01_12_v1:553265,PvP01_05_v1:1052474,PvP01_11_v1:371608,PvP01_06_v1:646186,PvP01_09_v1:303291,PvP01_12_v1:2324641,PvP01_12_v1:1116377,PvP01_09_v1:924204,PvP01_05_v1:1286077,PvP01_07_v1:595236,PvP01_06_v1:757119,PvP01_07_v1:507890,PvP01_14_v1:1343648,PvP01_08_v1:1506827,PvP01_07_v1:1137322,PvP01_14_v1:344881,PvP01_12_v1:338808,PvP01_09_v1:1169264,PvP01_14_v1:1270401,PvP01_10_v1:1131031,PvP01_08_v1:442363,PvP01_11_v1:1724604,PvP01_12_v1:882252,PvP01_14_v1:1349891,PvP01_10_v1:165046,PvP01_14_v1:2907128,PvP01_03_v1:850299,PvP01_09_v1:1547999,PvP01_09_v1:735276,PvP01_09_v1:1884013,PvP01_05_v1:1020519,PvP01_03_v1:384548,PvP01_05_v1:452615,PvP01_04_v1:400824,PvP01_14_v1:2921425,PvP01_02_v1:355597,PvP01_12_v1:1463080,PvP01_11_v1:384043,PvP01_08_v1:555644,PvP01_11_v1:550783,PvP01_09_v1:644970,PvP01_07_v1:427785,PvP01_12_v1:1988355,PvP01_08_v1:956216,PvP01_01_v1:746509,PvP01_05_v1:693449,PvP01_06_v1:645726,PvP01_13_v1:485833,PvP01_14_v1:138349,PvP01_13_v1:699780,PvP01_05_v1:1285366,PvP01_04_v1:341631,PvP01_14_v1:446323,PvP01_11_v1:1226906,PvP01_03_v1:184372,PvP01_14_v1:1266326,PvP01_11_v1:1345904,PvP01_11_v1:503992,PvP01_11_v1:1448769,PvP01_12_v1:1400307,PvP01_02_v1:491114,PvP01_09_v1:339310,PvP01_13_v1:1209242,PvP01_11_v1:516764,PvP01_13_v1:1340035,PvP01_13_v1:1036146,PvP01_12_v1:1512622,PvP01_14_v1:1258544,PvP01_11_v1:108593,PvP01_03_v1:220999,PvP01_13_v1:411903,PvP01_02_v1:718939,PvP01_05_v1:1049754,PvP01_09_v1:448825,PvP01_11_v1:1868012,PvP01_04_v1:776919,PvP01_05_v1:1079461,PvP01_07_v1:261070,PvP01_14_v1:1348961,PvP01_10_v1:671286,PvP01_12_v1:2057371,PvP01_13_v1:1661666,PvP01_05_v1:1045059,PvP01_12_v1:2353408
QS0070-C,A,G,G,G,T,C,G,C,T,A,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,C,C,G,C,C,C,A,G,C,G,G,G,A,G,A,A,T,G,T,G,G,A,G,A,G,T,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,G,C,G,G,C,C,C
QS0071-C,C,A,G,G,T,C,G,C,X,A,C,G,G,C,T,C,C,C,C,C,C,X,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,X,T,A,A,G,G,C,G,G,G,C,G,G,N,G,G,X,G,T,C,A,G,A,G,C,G,C,T,C,A,X,C,G,G,G,A,G,A,A,T,G,X,G,G,A,G,A,A,A,A,X,G,X,G,C,G,C,A,C,T,G,G,C,C,G,G,G,C,G,G,C,C,X
QS0072-C,A,G,X,G,T,X,G,C,T,A,C,G,X,C,X,C,C,C,C,X,X,C,X,C,X,T,C,G,C,T,X,A,C,X,C,X,C,G,G,G,T,T,X,C,X,G,C,G,X,X,C,G,G,X,X,G,C,X,X,C,X,X,A,X,C,G,X,T,C,X,X,C,G,G,G,A,G,A,A,T,X,T,G,G,A,G,A,G,X,A,C,G,X,G,C,G,C,A,C,T,G,G,C,X,X,X,A,X,G,X,C,C,C
QS0073-C,A,A,G,G,T,C,G,T,T,G,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,C,X,G,C,G,G,T,C,G,G,G,G,C,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,A,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,X,C,C,G,A,C,G,G,C,C,C
QS0074-C,A,G,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,N,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,N,C,G,T,C,A,G,A,N,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0075-C,A,X,X,X,X,X,X,X,X,A,X,X,X,C,A,C,C,X,X,X,X,C,T,X,X,X,X,X,C,X,G,A,X,X,X,X,X,G,G,X,X,T,A,X,X,X,C,X,X,G,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,C,X,X,X,X,C,X,X,X,A,X,X,X,X,X,X,X,X,A,G,X,X,X,X,X,X,X,X,C,G,X,A,X,T,G,X,X,X,C,X,A,X,X,X,X,X,X
QS0076-C,A,G,G,G,T,C,G,T,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,G,C,G,G,C,A,G,A,G,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,A,T,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0077-C,A,A,G,G,T,C,G,C,T,G,C,G,G,C,T,C,C,C,T,C,C,C,T,C,G,T,C,G,C,T,G,A,T,T,C,C,C,G,G,G,A,T,A,A,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,G,C,G,C,C,C,A,G,C,G,A,G,A,G,A,A,T,A,T,G,A,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0078-C,A,G,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,T,A,C,G,G,G,C,G,G,T,G,G,C,G,T,C,A,G,A,G,C,G,C,T,G,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,C,G,G,C,C,C
QS0079-C,A,G,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,T,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,T,G,C,C,G,T,C,A,G,A,C,C,G,C,C,C,A,G,C,G,G,G,A,G,A,A,C,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,G,C,G,T,C,C,C
QS0080-C,A,A,G,G,T,C,G,C,T,A,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,C,C,G,C,C,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,G,C,G,G,C,C,C
QS0081-C,C,G,G,G,T,C,X,C,T,A,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,A,G,G,C,G,G,G,C,G,G,T,G,C,C,G,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,G,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0082-C,A,G,G,G,T,C,G,T,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,A,G,G,C,G,G,G,C,G,G,G,G,G,C,G,T,C,A,G,A,C,C,G,C,N,C,A,G,C,G,G,G,A,G,A,A,C,A,T,X,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,T,C,C,C
QS0084-C,A,G,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,T,G,C,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,A,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0085-C,N,N,G,G,T,C,G,N,T,N,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,N,T,G,A,C,N,C,C,C,G,N,G,A,T,A,C,N,G,C,G,G,N,C,G,G,T,G,N,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,N,G,A,G,A,A,T,A,T,G,G,A,G,A,N,N,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0086-C,N,N,G,G,T,C,G,N,T,N,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,N,T,G,A,C,N,C,C,C,G,N,G,A,T,A,N,N,G,C,G,G,N,C,G,G,T,G,N,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,N,G,A,G,A,A,T,A,T,G,G,A,G,A,N,N,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0088-C,A,G,G,G,T,C,G,C,T,G,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,T,C,G,G,G,G,C,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0089-C,A,G,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,T,C,G,G,G,G,C,C,G,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,G,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0090-C,A,A,G,G,T,C,G,T,T,G,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,C,C,G,C,T,G,A,G,C,G,A,G,A,G,A,A,C,G,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,C,G,G,C,C,C
QS0091-C,A,A,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,T,C,T,C,G,T,T,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,T,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0092-C,A,G,G,G,T,C,G,C,T,A,C,G,T,C,A,C,C,C,C,C,T,C,T,C,G,T,T,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,T,G,C,C,G,T,C,A,C,A,C,C,G,C,C,C,A,G,C,G,G,G,A,G,A,A,C,A,T,G,G,A,G,A,G,A,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0093-C,A,G,G,G,T,C,G,C,T,G,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,T,G,C,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0094-C,X,G,G,G,T,C,G,X,T,X,X,X,X,X,A,X,C,X,C,C,C,X,T,X,G,T,X,G,C,X,X,X,X,C,X,X,X,G,X,G,X,X,A,N,G,G,C,X,G,X,X,X,X,X,G,X,X,G,T,X,X,G,X,X,C,G,C,C,C,A,X,C,G,X,G,X,G,X,A,X,X,T,G,X,X,X,X,G,X,A,X,X,X,X,C,G,C,X,X,X,G,X,C,C,X,G,A,C,X,X,X,C,C
QS0095-C,X,X,X,G,X,C,G,X,T,X,X,G,X,X,X,C,X,X,C,C,C,C,T,X,X,X,T,G,C,T,G,A,N,X,C,C,C,G,G,G,X,T,X,C,X,X,X,X,G,G,C,G,G,X,G,X,X,X,T,C,X,G,A,X,X,X,C,T,X,X,X,C,G,G,X,A,X,X,A,T,X,X,X,G,X,G,X,X,X,X,X,X,X,G,X,G,C,A,C,T,G,X,C,X,X,X,A,X,G,X,C,C,C
QS0096-C,A,G,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,T,A,C,G,G,G,C,G,G,T,G,G,C,G,T,C,A,G,A,G,C,G,C,T,G,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,C,G,G,C,C,C
QS0097-C,A,G,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,T,G,C,C,G,T,C,A,G,A,C,C,G,C,C,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0098-C,A,G,G,G,T,C,G,N,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,N,C,C,C,G,G,G,A,T,A,A,G,G,C,G,G,N,C,G,G,G,G,C,C,G,N,C,A,G,A,G,C,G,C,N,C,A,G,C,G,G,G,A,G,A,A,T,N,T,G,G,A,G,A,A,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,G,C,G,G,C,C,C
QS0099-C,A,N,G,G,T,C,G,N,T,N,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,N,T,G,A,C,N,C,C,C,G,G,G,A,T,A,N,N,G,C,G,G,N,C,G,G,N,G,N,C,G,N,C,A,G,A,G,C,G,C,N,C,A,G,C,G,N,G,A,G,A,A,T,N,T,G,G,A,G,A,N,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,N,C,G,N,C,C,C
QS0100-C,A,A,G,G,T,C,G,C,T,A,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,T,C,G,G,T,G,C,C,G,T,C,A,G,A,C,C,G,C,C,C,A,G,C,G,A,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,G,C,G,G,C,C,C
QS0102-C,A,G,G,G,T,C,G,T,T,G,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,T,C,G,G,T,G,C,C,G,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,G,C,G,G,C,C,C
QS0103-C,A,G,G,G,T,C,G,C,T,G,C,G,G,C,A,C,C,C,C,C,T,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,G,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0105-C,A,G,G,G,T,C,G,C,T,G,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,T,C,C,C,G,G,G,N,T,A,C,G,G,C,G,G,T,C,G,G,G,G,N,C,G,N,C,A,G,A,N,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0106-C,A,G,G,G,T,C,G,C,T,N,C,G,N,C,A,C,C,C,C,C,C,C,T,C,G,T,N,G,C,T,G,A,C,N,C,C,C,G,N,G,A,T,A,C,G,G,C,G,G,N,C,G,G,G,G,C,C,G,T,C,A,G,A,N,C,G,C,T,N,A,G,C,G,G,G,A,G,A,A,C,G,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,N,C,G,G,C,C,C
QS0107-C,A,A,G,G,T,C,G,T,T,G,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,T,C,G,G,G,G,C,C,G,T,C,A,G,A,G,C,G,C,C,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0108-C,A,A,G,G,T,C,G,C,T,N,C,G,N,C,A,C,C,C,C,C,C,C,T,C,G,T,N,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,C,C,G,C,N,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,N,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,N,C,G,G,C,C,C
QS0111-C,A,G,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,T,G,C,G,G,G,C,G,G,G,G,G,C,G,T,C,A,G,X,C,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,X,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,G,C,G,G,C,C,X
QS0113-C,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,C,X,X,X,X,T,X,X,C,X,X,X,X,C,X,X,X,X,X,X,X,T,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,T,X,X,X,X,X,X,A,X,X,X,X,X,X
QS0114-C,A,G,G,G,T,C,G,N,T,N,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,N,G,C,T,G,A,C,N,C,C,C,G,G,G,A,T,A,N,G,G,C,G,G,N,C,G,G,N,G,N,C,G,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,N,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,N,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,N,C,G,G,C,C,C
QS0118-C,A,G,G,G,T,C,G,C,T,N,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,T,C,C,C,G,G,G,N,T,A,C,G,G,C,G,G,T,C,G,G,G,G,G,C,G,N,C,A,G,A,G,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,G,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0119-C,C,G,X,G,T,C,G,C,T,X,C,G,X,C,A,X,C,C,C,C,C,X,T,C,G,T,C,G,C,T,G,X,X,C,C,C,C,X,G,X,X,T,A,C,X,G,C,G,G,G,C,X,G,X,G,C,C,G,T,C,A,X,A,G,C,G,C,T,G,A,G,C,G,G,G,A,X,A,A,X,X,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,X,A,C,T,G,X,C,C,X,G,X,C,G,N,X,C,C
QS0120-C,A,A,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,A,G,G,C,G,G,G,C,G,G,T,G,C,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0121-C,A,G,G,G,T,C,G,C,T,G,C,G,G,C,T,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,G,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0122-C,A,A,G,G,T,C,G,T,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,G,C,G,C,C,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0123-C,A,G,G,G,T,C,G,T,T,G,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,T,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,T,C,G,G,T,G,G,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,A,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0124-C,A,G,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,A,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,T,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,C,G,G,C,C,C
QS0125-C,A,A,G,G,T,C,G,T,T,A,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,G,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0130-C,A,G,X,X,X,X,G,X,T,X,X,G,X,X,X,C,X,C,X,C,C,C,X,X,X,T,X,X,X,T,X,A,X,C,C,X,X,X,X,G,X,X,A,C,T,X,X,G,G,G,X,X,G,T,X,X,X,X,T,C,A,G,X,X,X,X,X,X,G,X,G,C,X,X,G,X,X,A,X,X,X,T,X,X,X,G,A,X,X,N,X,X,X,G,X,G,C,X,X,T,X,X,C,C,X,X,A,C,X,X,X,C,X
QS0137-C,A,G,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,G,C,G,T,C,A,G,A,G,C,G,C,T,G,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0138-C,A,G,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,G,C,G,T,C,A,G,A,C,C,G,C,C,G,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0140-C,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,C,X,X,X,X,X,X,X,T,X,X,C,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,C,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,G,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,X
QS0141-C,A,G,G,G,T,C,G,T,T,N,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,T,C,C,C,G,A,G,A,T,N,C,G,G,C,G,G,G,C,G,G,N,G,G,C,G,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,G,T,G,N,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,T,C,C,C
QS0143-C,A,G,G,G,T,C,G,T,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,G,T,G,G,A,G,A,G,T,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
QS0146-C,A,G,G,G,T,C,G,T,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,T,G,C,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,G,T,G,G,A,G,A,G,A,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,T,C,C,C
